# MCU Time(ns), ADC reading
5929844207770.000000,224.000000
5929845214850.000000,240.000000
5929846221931.000000,64.000000
5929847259529.000000,48.000000
5929848266610.000000,272.000000
5929849304208.000000,192.000000
5929850311289.000000,304.000000
5929851318369.000000,352.000000
5929852355968.000000,208.000000
5929853363048.000000,256.000000
5929854400647.000000,96.000000
5929855407727.000000,208.000000
5929856445312.000000,352.000000
5929857452393.000000,384.000000
5929858459473.000000,128.000000
5929859497072.000000,16.000000
5929860504152.000000,272.000000
5929861541751.000000,208.000000
5929862548831.000000,336.000000
5929863555912.000000,224.000000
5929864593510.000000,352.000000
5929865600591.000000,48.000000
5929866607671.000000,288.000000
5929867645270.000000,80.000000
5929868652350.000000,64.000000
5929869689949.000000,416.000000
5929870697029.000000,336.000000
5929871704110.000000,32.000000
5929872741708.000000,320.000000
5929873748789.000000,272.000000
5929874755869.000000,416.000000
5929875793468.000000,80.000000
5929876800548.000000,128.000000
5929877838147.000000,192.000000
5929878845227.000000,352.000000
5929879882812.000000,80.000000
5929880889893.000000,80.000000
5929881927491.000000,128.000000
5929882934572.000000,224.000000
5929883941652.000000,336.000000
5929884979251.000000,368.000000
5929885986331.000000,112.000000
5929886993412.000000,176.000000
5929888000492.000000,288.000000
5929889038091.000000,160.000000
5929890045171.000000,240.000000
5929891082770.000000,336.000000
5929892089850.000000,112.000000
5929893096931.000000,32.000000
5929894134529.000000,240.000000
5929895141610.000000,32.000000
5929896148690.000000,80.000000
5929897186289.000000,160.000000
5929898193369.000000,48.000000
5929899200450.000000,240.000000
5929900238048.000000,400.000000
5929901245129.000000,176.000000
5929902282727.000000,304.000000
5929903289808.000000,384.000000
5929904327393.000000,48.000000
5929905334473.000000,304.000000
5929906372072.000000,208.000000
5929907379152.000000,352.000000
5929908386233.000000,144.000000
5929909423831.000000,112.000000
5929910430912.000000,224.000000
5929911437992.000000,352.000000
5929912475591.000000,176.000000
5929913482671.000000,272.000000
5929914489752.000000,96.000000
5929915527350.000000,352.000000
5929916534431.000000,320.000000
5929917541511.000000,176.000000
5929918579110.000000,0.000000
5929919586190.000000,32.000000
5929920623789.000000,64.000000
5929921630869.000000,144.000000
5929922637950.000000,160.000000
5929923675548.000000,320.000000
5929924682629.000000,304.000000
5929925689709.000000,272.000000
5929926727308.000000,240.000000
5929927764893.000000,240.000000
5929928771973.000000,192.000000
5929929779054.000000,288.000000
5929930816652.000000,208.000000
5929931823733.000000,352.000000
5929932830813.000000,352.000000
5929933868412.000000,128.000000
5929934875492.000000,0.000000
5929935882573.000000,192.000000
5929936920171.000000,48.000000
5929937927252.000000,128.000000
5929938934332.000000,256.000000
5929939971931.000000,240.000000
5929940979011.000000,352.000000
5929942016610.000000,64.000000
5929943023690.000000,160.000000
5929944030771.000000,288.000000
5929945037851.000000,16.000000
5929946075450.000000,240.000000
5929947082530.000000,192.000000
5929948120129.000000,240.000000
5929949127209.000000,176.000000
5929950134290.000000,16.000000
5929951171875.000000,80.000000
5929952209473.000000,304.000000
5929953216554.000000,32.000000
5929954223634.000000,288.000000
5929955261233.000000,128.000000
5929956268313.000000,96.000000
5929957275394.000000,144.000000
5929958312992.000000,384.000000
5929959320073.000000,288.000000
5929960327153.000000,352.000000
5929961364752.000000,48.000000
5929962371832.000000,272.000000
5929963378913.000000,64.000000
5929964416511.000000,336.000000
5929965423592.000000,288.000000
5929966461190.000000,112.000000
